[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] 🚀  Start image=gitbugactions:latest
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker pull image=gitbugactions:latest platform= username= forcePull=false
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker create image=gitbugactions:latest platform= entrypoint=["tail" "-f" "/dev/null"] cmd=[]
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker run image=gitbugactions:latest platform= entrypoint=["tail" "-f" "/dev/null"] cmd=[]
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker exec cmd=[chown -R 1012:1013 /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693] user=0 workdir=
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] ⭐ Run Main actions/checkout@v1
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker cp src=/tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693/. dst=/tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker exec cmd=[chown -R 1012:1013 /tmp/1d534ce9-0f52-4239-95e2-0e95dcb66693] user=0 workdir=
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   ✅  Success - Main actions/checkout@v1
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] ⭐ Run Main Check Style
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style] unable to get git ref: failed to identify reference (tag/branch) for the checked-out revision '832de67a1eec16a61df4ab1efcc6e3658d5a038a'
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   🐳  docker exec cmd=[bash --noprofile --norc -e -o pipefail /var/run/act/workflow/1.sh] user= workdir=
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | Apache Maven 3.8.8 (4c87b05d9aedce574290d1acc98575ed5eb6cd39)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-dependency-tree/2.2/maven-dependency-tree-2.2.jar (64 kB at 563 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-container-default/1.0-alpha-9/plexus-container-default-1.0-alpha-9.jar (195 kB at 1.5 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/classworlds/classworlds/1.1-alpha-2/classworlds-1.1-alpha-2.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar (45 kB at 341 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/commons-codec/commons-codec/1.12/commons-codec-1.12.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/junit/junit/4.11/junit-4.11.jar (245 kB at 1.6 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-common-artifact-filters/3.1.0/maven-common-artifact-filters-3.1.0.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/classworlds/classworlds/1.1-alpha-2/classworlds-1.1-alpha-2.jar (38 kB at 245 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-shared-utils/3.1.0/maven-shared-utils-3.1.0.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-common-artifact-filters/3.1.0/maven-common-artifact-filters-3.1.0.jar (61 kB at 371 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/commons-io/commons-io/2.5/commons-io-2.5.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/commons-codec/commons-codec/1.12/commons-codec-1.12.jar (340 kB at 1.8 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact/3.0/maven-artifact-3.0.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-shared-utils/3.1.0/maven-shared-utils-3.1.0.jar (164 kB at 839 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-api/3.0/maven-plugin-api-3.0.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-artifact/3.0/maven-artifact-3.0.jar (52 kB at 252 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-model/3.0/maven-model-3.0.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/commons-io/commons-io/2.5/commons-io-2.5.jar (209 kB at 980 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/sonatype/sisu/sisu-inject-plexus/1.4.2/sisu-inject-plexus-1.4.2.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-api/3.0/maven-plugin-api-3.0.jar (49 kB at 228 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/sonatype/sisu/sisu-inject-bean/1.4.2/sisu-inject-bean-1.4.2.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-model/3.0/maven-model-3.0.jar (165 kB at 678 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/sonatype/sisu/sisu-guice/2.1.7/sisu-guice-2.1.7-noaop.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/sonatype/sisu/sisu-inject-bean/1.4.2/sisu-inject-bean-1.4.2.jar (153 kB at 627 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-core/3.0/maven-core-3.0.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/sonatype/sisu/sisu-inject-plexus/1.4.2/sisu-inject-plexus-1.4.2.jar (202 kB at 807 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings/3.0/maven-settings-3.0.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings/3.0/maven-settings-3.0.jar (47 kB at 179 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings-builder/3.0/maven-settings-builder-3.0.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-settings-builder/3.0/maven-settings-builder-3.0.jar (38 kB at 138 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-repository-metadata/3.0/maven-repository-metadata-3.0.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/com/google/guava/guava/30.1.1-jre/guava-30.1.1-jre.jar (2.9 MB at 10 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-model-builder/3.0/maven-model-builder-3.0.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-repository-metadata/3.0/maven-repository-metadata-3.0.jar (30 kB at 107 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-aether-provider/3.0/maven-aether-provider-3.0.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/sonatype/sisu/sisu-guice/2.1.7/sisu-guice-2.1.7-noaop.jar (472 kB at 1.6 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-impl/1.7/aether-impl-1.7.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-aether-provider/3.0/maven-aether-provider-3.0.jar (51 kB at 174 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-spi/1.7/aether-spi-1.7.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-core/3.0/maven-core-3.0.jar (527 kB at 1.8 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-api/1.7/aether-api-1.7.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-model-builder/3.0/maven-model-builder-3.0.jar (148 kB at 500 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-util/1.7/aether-util-1.7.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-spi/1.7/aether-spi-1.7.jar (14 kB at 45 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-interpolation/1.14/plexus-interpolation-1.14.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-impl/1.7/aether-impl-1.7.jar (106 kB at 350 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-classworlds/2.2.3/plexus-classworlds-2.2.3.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/net/sf/saxon/Saxon-HE/9.6.0-4/Saxon-HE-9.6.0-4.jar (4.2 MB at 14 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-component-annotations/1.7.1/plexus-component-annotations-1.7.1.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-util/1.7/aether-util-1.7.jar (108 kB at 350 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/sonatype/plexus/plexus-sec-dispatcher/1.3/plexus-sec-dispatcher-1.3.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-interpolation/1.14/plexus-interpolation-1.14.jar (61 kB at 197 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/sonatype/plexus/plexus-cipher/1.4/plexus-cipher-1.4.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/sonatype/aether/aether-api/1.7/aether-api-1.7.jar (74 kB at 239 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/3.3.0/plexus-utils-3.3.0.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-classworlds/2.2.3/plexus-classworlds-2.2.3.jar (46 kB at 148 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/enforcer/enforcer-api/3.0.0-M3/enforcer-api-3.0.0-M3.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/sonatype/plexus/plexus-sec-dispatcher/1.3/plexus-sec-dispatcher-1.3.jar (29 kB at 91 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/enforcer/enforcer-rules/3.0.0-M3/enforcer-rules-3.0.0-M3.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/sonatype/plexus/plexus-cipher/1.4/plexus-cipher-1.4.jar (13 kB at 43 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/commons/commons-lang3/3.8.1/commons-lang3-3.8.1.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/enforcer/enforcer-api/3.0.0-M3/enforcer-api-3.0.0-M3.jar (12 kB at 37 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/beanshell/bsh/2.0b4/bsh-2.0b4.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-component-annotations/1.7.1/plexus-component-annotations-1.7.1.jar (4.3 kB at 13 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver-util/1.4.1/maven-resolver-util-1.4.1.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/enforcer/enforcer-rules/3.0.0-M3/enforcer-rules-3.0.0-M3.jar (107 kB at 326 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver-api/1.4.1/maven-resolver-api-1.4.1.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/3.3.0/plexus-utils-3.3.0.jar (263 kB at 783 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-compat/3.0/maven-compat-3.0.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver-util/1.4.1/maven-resolver-util-1.4.1.jar (168 kB at 483 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/wagon/wagon-provider-api/1.0-beta-6/wagon-provider-api-1.0-beta-6.jar
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/resolver/maven-resolver-api/1.4.1/maven-resolver-api-1.4.1.jar (149 kB at 426 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/beanshell/bsh/2.0b4/bsh-2.0b4.jar (282 kB at 803 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/commons/commons-lang3/3.8.1/commons-lang3-3.8.1.jar (502 kB at 1.4 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/wagon/wagon-provider-api/1.0-beta-6/wagon-provider-api-1.0-beta-6.jar (53 kB at 150 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-compat/3.0/maven-compat-3.0.jar (285 kB at 798 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/junit/junit-bom/5.9.0/junit-bom-5.9.0.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/junit/junit-bom/5.9.0/junit-bom-5.9.0.pom (5.6 kB at 102 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Adding ignore: module-info
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Adding ignore: META-INF/versions/*/module-info
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Adding ignorable dependency: null:arrow-memory-unsafe:null
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO]   Adding ignore: org.apache.arrow.memory.DefaultAllocationManagerFactory
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] 
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] --- maven-enforcer-plugin:3.0.0-M3:enforce (enforce-maven) @ snowflake-jdbc ---
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] 
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] --- jacoco-maven-plugin:0.8.8:prepare-agent (pre-unit-test) @ snowflake-jdbc ---
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/3.0.22/plexus-utils-3.0.22.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus-utils/3.0.22/plexus-utils-3.0.22.pom (3.8 kB at 638 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/3.3.1/plexus-3.3.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/codehaus/plexus/plexus/3.3.1/plexus-3.3.1.pom (20 kB at 2.9 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/sonatype/spice/spice-parent/17/spice-parent-17.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/sonatype/spice/spice-parent/17/spice-parent-17.pom (6.8 kB at 966 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/file-management/1.2.1/file-management-1.2.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/file-management/1.2.1/file-management-1.2.1.pom (3.9 kB at 647 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-shared-components/10/maven-shared-components-10.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-shared-components/10/maven-shared-components-10.pom (8.4 kB at 1.4 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/9/maven-parent-9.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/9/maven-parent-9.pom (33 kB at 5.5 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-api/2.0.6/maven-plugin-api-2.0.6.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-plugin-api/2.0.6/maven-plugin-api-2.0.6.pom (1.5 kB at 242 kB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven/2.0.6/maven-2.0.6.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven/2.0.6/maven-2.0.6.pom (9.0 kB at 1.8 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/5/maven-parent-5.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/5/maven-parent-5.pom (15 kB at 3.0 MB/s)
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-shared-io/1.1/maven-shared-io-1.1.pom
[3780b04c-8a67-410a-a3d4-853b9c2155da/Check Style]   | [INFO] Downloaded from central: https://repo.maven.apache.org/maven2/org/apache/maven/shared/maven-shared-io/1.1/maven-shared-io-1.1.pom (4.1 kB at 580 kB/s)
